url,title_version,model_year,mileage,engine,transmission,fuel,price,description,inspection_score
https://www.pakwheels.com/used-cars/suzuki-alto-2023-for-sale-in-abbottabad-10740805,Suzuki Alto VXR 2023,2023,"38,444 km",660 cc,Manual,Petrol,"PKR 27.15 lacs
Financing starts at PKR 46,865/Month",Total Genuine B2B 100% original . 2023 model 2024 registered.,9.7
https://www.pakwheels.com/used-cars/suzuki-mehran-2016-for-sale-in-lahore-10801692,Suzuki Mehran VXR Euro II 2016,2016,"62,536 km",796 cc,Manual,Petrol,"PKR 12 lacs
Financing starts at PKR 20,714/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2016 Registered 2016 1 key available,2.9
https://www.pakwheels.com/used-cars/suzuki-alto-2007-for-sale-in-islamabad-10868255,Suzuki Alto EII 2007,2007,"209,515 km",660 cc,Automatic,Petrol,"PKR 19.7 lacs
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2007 - Registered 2013 - 1 key available,5.7
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10891144,Hyundai Tucson AWD A/T Ultimate 2022,2022,"37,920 km",2000 cc,Automatic,Petrol,"PKR 77 lacs
Financing starts at PKR 95,602/Month",HYUNDAI TUCSON 2022 B TO B GENUINE MAINTENANCE HISTORY SCRACHLESS TWO REMOTE KEYS ORIGINAL NEAR FAROOQ HOSPITAL ALLAMA IQBAL TOWN,9.7
https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-lahore-10875621,Hyundai Sonata 2.0 2021,2021,"61,709 km",2000 cc,Automatic,Petrol,"PKR 81 lacs
Financing starts at PKR 100,568/Month
Managed by PakWheels",- Documents will be provided at the time of deal - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2021 - Registered 2021 - 2 keys available,9.1
https://www.pakwheels.com/used-cars/hyundai-tucson-2005-for-sale-in-karachi-10894813,Hyundai Tucson 2005,2005,"114,254 km",2000 cc,Automatic,Petrol,"PKR 31 lacs
Managed by PakWheels",Sound System Android Panel Custom Aucrion Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2005 Registered 2015 2 keys available,6.5
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-karachi-10797652,Hyundai Tucson FWD A/T GLS Sport 2022,2022,"53,545 km",2000 cc,Automatic,Petrol,"PKR 70.95 lacs
Financing starts at PKR 100,675/Month
Managed by PakWheels",Seat Covers Floor Matts Trunk Matt UV Sheet Install Pak Wheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2022 Registered 2022 non accidental car fully maintained authorized dealership Documents available 2 keys available,8.6
https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-karachi-10870408,Hyundai Tucson AWD A/T Ultimate 2021,2021,"49,636 km",2000 cc,Automatic,Petrol,"PKR 70.9 lacs
Financing starts at PKR 100,604/Month","Selling my Tucson 2021 AWD. no touch-ups, well-maintained and driven with care. Only serious buyers. Dealers are requested to excuse.",9.1
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10686783,Hyundai Tucson FWD A/T GLS Sport 2022,2022,"51,876 km",2000 cc,Automatic,Petrol,"PKR 72.5 lacs
Financing starts at PKR 102,874/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2022 Registered 2022 2 keys available,9.1
https://www.pakwheels.com/used-cars/hyundai-elantra-2021-for-sale-in-lahore-10885212,Hyundai Elantra GLS 2021,2021,"101,765 km",2000 cc,Automatic,Petrol,"PKR 55 lacs
Financing starts at PKR 97,553/Month","First owner. Family driven only - primarily in DHA, Cantt and Gulberg. Fresh mounting replacement done. All original parts from Hyundai only. Fabric seats. Yokohama tyres (approx. 40k driven) 100% maintained by dealership. Complete service details available. Original Book is available. Hi-Octane primary usage.",8.7
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10906519,Hyundai Tucson AWD A/T Ultimate 2022,2022,"63,535 km",2000 cc,Automatic,Petrol,"PKR 76.25 lacs
Financing starts at PKR 94,671/Month",Hyundai Tucson 2022 model AWD - [ ] Body condition Total genuine. No paint any single piece. - [ ] Islamabad registered - [ ] Pakwheel inspection last week done. - [ ] Original mileage 64000/- - [ ] 2 remote keys - [ ] All original documents available on the spot For more details Do contact on mentioned number. Thanks,9.3
https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-karachi-10898428,Hyundai Sonata 2.5 2021,2021,"34,272 km",2500 cc,Automatic,Petrol,"PKR 90 lacs
Financing starts at PKR 95,779/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2021 Registered 2022 2 key available,9.6
https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-karachi-10706001,Hyundai Tucson FWD A/T GLS 2023,2023,"27,080 km",2000 cc,Automatic,Petrol,"PKR 72.5 lacs
Financing starts at PKR 102,874/Month
Managed by PakWheels",Floor Matts Dash Board Covers Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2023 Registered 2023 2 keys available,8.9
https://www.pakwheels.com/used-cars/hyundai-i10-2015-for-sale-in-islamabad-10811642,Hyundai i10 2015,2015,"79,197 km",1000 cc,Manual,Petrol,"PKR 23 lacs
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2015 Registered 2018 1 key available Android panel Back camera installed,7.1
https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-islamabad-10862966,Hyundai Sonata 2.5 2022,2022,"34,922 km",2500 cc,Automatic,Petrol,"PKR 98 lacs
Financing starts at PKR 104,293/Month","Hyundai Sonata 2.5 – Excellent Condition • Second owner • Purchased at only 7,000 km • All motorway mileage (M2) • Used as a second car • Full service & maintenance history from Hyundai • 100% genuine – inside out • Driven with extreme care",9.5
https://www.pakwheels.com/used-cars/hyundai-santro-2003-for-sale-in-lahore-10909169,Hyundai Santro Club 2003,2003,"101,529 km",1000 cc,Manual,Petrol,"PKR 10.5 lacs
Managed by PakWheels",- Power Steering - LPG installed but not activated - Engine Changed - Speakers - Android Panel - Keyless Entry - Auto lock System - Floor Matting - Seats Covers - Back Camera installed but in Working - Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 6th Owner - Manufacture 2003 - Registered 2003 - 2 keys available,4.3
https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-lahore-10884441,Hyundai Sonata 2.5 2021,2021,"32,369 km",2500 cc,Automatic,Petrol,"PKR 90.5 lacs
Financing starts at PKR 96,311/Month","-Brand new condition -First owner -All genuine & Original; No repaint -Spotless condition -Michellen tires -100% original condition -Even seat covers and stickers are still intact! -Spare wheel untouched Please don’t compare my car with high mileage, abused & painted cars!",9.1
https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-lahore-10872719,Hyundai Elantra GLS 2022,2022,"54,654 km",2000 cc,Automatic,Petrol,"PKR 61 lacs
Financing starts at PKR 97,376/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2022 Registered 2022 2 key available,8.9
https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-islamabad-10848897,Hyundai Tucson AWD A/T Ultimate 2021,2021,"69,550 km",2000 cc,Automatic,Petrol,"PKR 72 lacs
Financing starts at PKR 102,165/Month
Managed by PakWheels",PPF Install Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available,9
https://www.pakwheels.com/used-cars/hyundai-elantra-2021-for-sale-in-faisalabad-10891294,Hyundai Elantra GLS 2021,2021,"89,514 km",2000 cc,Automatic,Petrol,"PKR 56 lacs
Financing starts at PKR 99,327/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2021 Registered 2022 Documents available 2 keys available,8.8
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10889591,Hyundai Tucson AWD A/T Ultimate 2022,2022,"42,075 km",2000 cc,Automatic,Petrol,"PKR 77.25 lacs
Financing starts at PKR 95,912/Month",Everything is in genuine condition. In showroom condition. 100% maintained by dealership. All token taxes are paid to date.,9.6
https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-lahore-10876783,Hyundai Elantra GLS 2022,2022,"64,899 km",2000 cc,Automatic,Petrol,"PKR 63.15 lacs
Financing starts at PKR 100,808/Month",Hyundai Elantra GLS 22/23 model is up for sale Top of the line GLS variant Totally maintained from hyundai dealership since day 1. Hard to find a car of this age in this clean condition 22 model 23 registered 2nd owner Total genuine scratch less condition Even bumpers are in original paint Tires are in good condition TPMS installed - Wireless and solar powered No foolish offers will be entertained. Dealers please stay away.,9.6
https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-lahore-10790612,Hyundai Tucson FWD A/T GLS 2023,2023,"24,590 km",2000 cc,Automatic,Petrol,"PKR 79 lacs
Financing starts at PKR 98,085/Month
Managed by PakWheels",- Seats Covers - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2023 - Registered 2023 - 2 keys available,9.2
https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-multan-10802955,Hyundai Sonata 2.5 2022,2022,"64,836 km",2500 cc,Automatic,Petrol,"PKR 93 lacs
Financing starts at PKR 98,972/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2022 Registered 2022 2 keys available,9.2
https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-lahore-10898014,Hyundai Sonata 2.5 2022,2022,"31,249 km",2500 cc,Automatic,Petrol,"PKR 94.5 lacs
Financing starts at PKR 100,568/Month","-Brand new condition -First owner -All genuine & Original; No repaint -Spotless condition -Yokohama advan tires -100% original condition -Even seat covers and stickers are still intact! -Spare wheel & key untouched Please don’t compare my car with high mileage, abused & painted cars!",9.9
https://www.pakwheels.com/used-cars/hyundai-santro-2006-for-sale-in-islamabad-10895318,Hyundai Santro Club GV 2006,2006,"159,209 km",1100 cc,Manual,Petrol,"PKR 12.5 lacs
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2006 Registered 2007 2 key available,4.8
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10865969,Hyundai Tucson AWD A/T Ultimate 2022,2022,"52,672 km",2000 cc,Automatic,Petrol,"PKR 73.5 lacs
Financing starts at PKR 104,293/Month",All wheel drive Bumper to bumper orignel On my name 1st owner vehicle Yokohama adven DB tyre recently changed 180k recipet available The car is locally driven Giving 12-14 km per liter in city Price is reasonable according to the condition please do not nagotiate,8.2
https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-lahore-10864635,Hyundai Elantra GLS 2022,2022,"65,895 km",2000 cc,Automatic,Petrol,"PKR 62.5 lacs
Financing starts at PKR 99,770/Month",Hyundai Elantra GLS - 2022 Bumper to Bumper Genuine - Scratchless Kept with extreme care Brand new tyres of 2024 model. Year and picture attached. Through out used on Liqui Molly Oil. Last oil changed 2 weeks ago. Extreme body shine. Detailing done for sale purpose. Home used throughout. Tuning and oil changed two weeks ago. Not a single rupee work required. Only Genuine customers contact - dealers stay away. Will be given to one who pays good price due to extreme maintained condition,9.4
https://www.pakwheels.com/used-cars/hyundai-tucson-2021-for-sale-in-karachi-10870408,Hyundai Tucson AWD A/T Ultimate 2021,2021,"49,636 km",2000 cc,Automatic,Petrol,"PKR 70.9 lacs
Financing starts at PKR 100,604/Month","Selling my Tucson 2021 AWD. no touch-ups, well-maintained and driven with care. Only serious buyers. Dealers are requested to excuse.",9.1
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10891144,Hyundai Tucson AWD A/T Ultimate 2022,2022,"37,920 km",2000 cc,Automatic,Petrol,"PKR 77 lacs
Financing starts at PKR 95,602/Month",HYUNDAI TUCSON 2022 B TO B GENUINE MAINTENANCE HISTORY SCRACHLESS TWO REMOTE KEYS ORIGINAL NEAR FAROOQ HOSPITAL ALLAMA IQBAL TOWN,9.7
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10760098,Hyundai Tucson AWD A/T Ultimate 2022,2022,"14,027 km",2000 cc,Automatic,Petrol,"PKR 80.5 lacs
Financing starts at PKR 99,947/Month","Only 14,000 kilometers with new car smell. inspection 10/10 Total genuine scratch free Non-smoker, family driven car Custom seat covers from Saigal motors worth 50k Carpet covered with custom mats 100% maintained by dealership Freshly detailed and ready for new home Token paid till June-2026 Trade with 2024 Changan 7-Seater with less than 5k kilometers",10
https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-lahore-10876783,Hyundai Elantra GLS 2022,2022,"64,899 km",2000 cc,Automatic,Petrol,"PKR 63.15 lacs
Financing starts at PKR 100,808/Month",Hyundai Elantra GLS 22/23 model is up for sale Top of the line GLS variant Totally maintained from hyundai dealership since day 1. Hard to find a car of this age in this clean condition 22 model 23 registered 2nd owner Total genuine scratch less condition Even bumpers are in original paint Tires are in good condition TPMS installed - Wireless and solar powered No foolish offers will be entertained. Dealers please stay away.,9.6
https://www.pakwheels.com/used-cars/hyundai-ioniq-5-2024-for-sale-in-karachi-10804946,Hyundai Ioniq 5 EV 2024,2024,71 km,N/A,Automatic,Electric,PKR 1.65 crore,"Brand New Car Only 071 Original Mileage Dual Motor,Digital Side Cameras With OLED Monitors Multifunctional Steering,Heads Up Speedometer Featuristic Instrumental Cluster With 12.3 Inches Touchscreen And Many More Features & Options.Complete Details Will Be Provide In Chat",10
https://www.pakwheels.com/used-cars/hyundai-tucson-2025-for-sale-in-islamabad-10847777,Hyundai Tucson Hybrid Signature 2025,2025,842 km,1600 cc,Automatic,Hybrid,PKR 1.24 crore,Inside out fully original. In showroom condition.,10
https://www.pakwheels.com/used-cars/hyundai-tucson-2023-for-sale-in-lahore-10790612,Hyundai Tucson FWD A/T GLS 2023,2023,"24,590 km",2000 cc,Automatic,Petrol,"PKR 79 lacs
Financing starts at PKR 98,085/Month
Managed by PakWheels",- Seats Covers - Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2023 - Registered 2023 - 2 keys available,9.2
https://www.pakwheels.com/used-cars/hyundai-sonata-2022-for-sale-in-multan-10802955,Hyundai Sonata 2.5 2022,2022,"64,836 km",2500 cc,Automatic,Petrol,"PKR 93 lacs
Financing starts at PKR 98,972/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2022 Registered 2022 2 keys available,9.2
https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-karachi-10898428,Hyundai Sonata 2.5 2021,2021,"34,272 km",2500 cc,Automatic,Petrol,"PKR 90 lacs
Financing starts at PKR 95,779/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2021 Registered 2022 2 key available,9.6
https://www.pakwheels.com/used-cars/hyundai-tucson-2005-for-sale-in-karachi-10894813,Hyundai Tucson 2005,2005,"114,254 km",2000 cc,Automatic,Petrol,"PKR 31 lacs
Managed by PakWheels",Sound System Android Panel Custom Aucrion Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2005 Registered 2015 2 keys available,6.5
https://www.pakwheels.com/used-cars/hyundai-sonata-2021-for-sale-in-lahore-10884441,Hyundai Sonata 2.5 2021,2021,"32,369 km",2500 cc,Automatic,Petrol,"PKR 90.5 lacs
Financing starts at PKR 96,311/Month","-Brand new condition -First owner -All genuine & Original; No repaint -Spotless condition -Michellen tires -100% original condition -Even seat covers and stickers are still intact! -Spare wheel untouched Please don’t compare my car with high mileage, abused & painted cars!",9.1
https://www.pakwheels.com/used-cars/hyundai-santro-2006-for-sale-in-islamabad-10895318,Hyundai Santro Club GV 2006,2006,"159,209 km",1100 cc,Manual,Petrol,"PKR 12.5 lacs
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 3rd Owner Token Tax Paid Manufacture 2006 Registered 2007 2 key available,4.8
https://www.pakwheels.com/used-cars/hyundai-tucson-2022-for-sale-in-lahore-10865969,Hyundai Tucson AWD A/T Ultimate 2022,2022,"52,672 km",2000 cc,Automatic,Petrol,"PKR 73.5 lacs
Financing starts at PKR 104,293/Month",All wheel drive Bumper to bumper orignel On my name 1st owner vehicle Yokohama adven DB tyre recently changed 180k recipet available The car is locally driven Giving 12-14 km per liter in city Price is reasonable according to the condition please do not nagotiate,8.2
https://www.pakwheels.com/used-cars/hyundai-elantra-2022-for-sale-in-lahore-10864635,Hyundai Elantra GLS 2022,2022,"65,895 km",2000 cc,Automatic,Petrol,"PKR 62.5 lacs
Financing starts at PKR 99,770/Month",Hyundai Elantra GLS - 2022 Bumper to Bumper Genuine - Scratchless Kept with extreme care Brand new tyres of 2024 model. Year and picture attached. Through out used on Liqui Molly Oil. Last oil changed 2 weeks ago. Extreme body shine. Detailing done for sale purpose. Home used throughout. Tuning and oil changed two weeks ago. Not a single rupee work required. Only Genuine customers contact - dealers stay away. Will be given to one who pays good price due to extreme maintained condition,9.4
https://www.pakwheels.com/used-cars/kia-sorento-2022-for-sale-in-rawalpindi-10819479,KIA Sorento 2.4 AWD 2022,2022,"51,627 km",2400 cc,Automatic,Petrol,"PKR 79 lacs
Financing starts at PKR 98,085/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2022 Registered 2022 2 keys available,9.4
https://www.pakwheels.com/used-cars/kia-picanto-2022-for-sale-in-karachi-10731686,KIA Picanto 1.0 MT 2022,2022,"97,363 km",1000 cc,Manual,Petrol,"PKR 23.5 lacs
Financing starts at PKR 40,565/Month
Managed by PakWheels","Full Original, Company Maintained Neat and Clean Authorized Dealership Maintained Chilled AC Documents Available PakWheels Inspected Car Inspection Report Attached Number Plates Available 1st Owner Token Tax Paid upto date Manufacture 2022 Registered 2022 2 Keys Available",6.7
https://www.pakwheels.com/used-cars/kia-sportage-2022-for-sale-in-islamabad-10806448,KIA Sportage FWD 2022,2022,"55,839 km",2000 cc,Automatic,Petrol,"PKR 73.5 lacs
Financing starts at PKR 104,293/Month",Everything is in genuine condition. Authorized dealership maintained. All service history log maintained. Original card book is available as well. Never got into accident. 100% original. Inside out fully original. Price is flexible. All service history log maintained,9.3
https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-lahore-10824922,KIA Sportage FWD 2020,2020,"73,284 km",2000 cc,Automatic,Petrol,"PKR 63.5 lacs
Financing starts at PKR 101,366/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2021 - 2 keys available,9.2
https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-10888656,KIA Picanto 1.0 MT 2021,2021,"52,858 km",1000 cc,Manual,Petrol,"PKR 26.5 lacs
Financing starts at PKR 45,743/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates not issued yet 3rd Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available,9
https://www.pakwheels.com/used-cars/kia-sportage-2024-for-sale-in-karachi-10910070,KIA Sportage FWD 2024,2024,"31,950 km",2000 cc,Automatic,Petrol,"PKR 80 lacs
Financing starts at PKR 99,327/Month",October 2024 Invoice First Owner,9.4
https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-karachi-10714040,KIA Sportage FWD 2021,2021,"55,785 km",2000 cc,Automatic,Petrol,"PKR 67 lacs
Financing starts at PKR 95,070/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2021 Registered 2022 Documents available 2 keys available KIA maninatned,8.8
https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-karachi-10899670,KIA Sportage AWD 2020,2020,"61,656 km",2000 cc,Automatic,Petrol,"PKR 66.5 lacs
Financing starts at PKR 106,155/Month","Driven by single owner, Excellent condition, Original paint, Maintained by KIA service centre through out, Not a single minor accident.",9.3
https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-gujranwala-10907306,KIA Sportage FWD 2020,2020,"81,516 km",2000 cc,Automatic,Petrol,"PKR 62.5 lacs
Financing starts at PKR 99,770/Month
Managed by PakWheels",Documents available PakWheels inspected car Inspection report attached Number plates not available 2nd Owner Token Tax Paid will be adjust Manufacture 2020 Registered 2023 1 key available,7.7
https://www.pakwheels.com/used-cars/kia-stonic-2022-for-sale-in-peshawar-10857089,KIA Stonic EX+ 2022,2022,"58,403 km",1400 cc,Automatic,Petrol,"PKR 51 lacs
Financing starts at PKR 99,504/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 2nd Owner - Manufacture 2022 - Registered 2022 - 2 keys available,9.7
https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-10790588,KIA Picanto 1.0 AT 2021,2021,"54,684 km",1000 cc,Automatic,Petrol,"PKR 31 lacs
Financing starts at PKR 53,511/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates not issue yet 3rd Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available Android panel,8.1
https://www.pakwheels.com/used-cars/kia-sorento-2024-for-sale-in-faisalabad-10903057,KIA Sorento 3.5 FWD 2024,2024,"35,554 km",3500 cc,Automatic,Petrol,"PKR 86 lacs
Financing starts at PKR 91,522/Month
Managed by PakWheels",PPF Install Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2024 Registered 2024 1 key available,9.1
https://www.pakwheels.com/used-cars/kia-carnival-2020-for-sale-in-lahore-10786573,KIA Carnival EX+ 2020,2020,"104,127 km",3500 cc,Automatic,Petrol,"PKR 80 lacs
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2020 - Registered 2020 - 2 keys available,8.2
https://www.pakwheels.com/used-cars/kia-sorento-2021-for-sale-in-karachi-10793977,KIA Sorento 2.4 FWD 2021,2021,"18,727 km",2400 cc,Automatic,Petrol,"PKR 77 lacs
Financing starts at PKR 95,602/Month
Managed by PakWheels",Ceramic coated undercoating Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2021 Registered 2021 2 keys available,9.4
https://www.pakwheels.com/used-cars/kia-sorento-2024-for-sale-in-karachi-10713225,KIA Sorento 2.4 FWD 2024,2024,"52,873 km",2400 cc,Automatic,Petrol,"PKR 88 lacs
Financing starts at PKR 93,651/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2024 - Registered 2024 - 2 keys available,9.6
https://www.pakwheels.com/used-cars/kia-sportage-2020-for-sale-in-karachi-10891414,KIA Sportage AWD 2020,2020,"54,692 km",2000 cc,Automatic,Petrol,"PKR 62 lacs
Financing starts at PKR 98,972/Month
Managed by PakWheels",PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax not Paid Manufacture 2020 Registered 2020 Documents available 1 key available,7.6
https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-lahore-10847055,KIA Sportage FWD 2021,2021,"82,229 km",2000 cc,Automatic,Petrol,"PKR 64.5 lacs
Financing starts at PKR 102,963/Month
Managed by PakWheels",Floor Matting 645Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2021 Registered 2021 1 key available,6.4
https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-lahore-10782122,KIA Sportage FWD 2021,2021,"38,240 km",2000 cc,Automatic,Petrol,"PKR 66.95 lacs
Financing starts at PKR 94,999/Month",KIA Sportage 2021 End Low Millage Total Guuienen skratchkess Condition On My Name Transfe Sold be On the spot dealers and investors stay Away PRICE IS ALMOST FINAL DONT ASK FOR HUGE DISCOUNTS.,9.1
https://www.pakwheels.com/used-cars/kia-sorento-2022-for-sale-in-karachi-10732267,KIA Sorento 3.5 FWD 2022,2022,"50,149 km",3500 cc,Automatic,Petrol,"PKR 80 lacs
Financing starts at PKR 99,327/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2022 - Registered 2022 - 2 keys available,9.1
https://www.pakwheels.com/used-cars/kia-stonic-2021-for-sale-in-faisalabad-10764016,KIA Stonic EX+ 2021,2021,"56,917 km",1400 cc,Automatic,Petrol,"PKR 48 lacs
Financing starts at PKR 102,165/Month
Managed by PakWheels",- Documents available - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 1st Owner - Manufacture 2021 - Registered 2022 - 2 keys available,8.5
https://www.pakwheels.com/used-cars/kia-sportage-2021-for-sale-in-faisalabad-10836073,KIA Sportage Alpha 2021,2021,"95,215 km",2000 cc,Automatic,Petrol,"PKR 59.9 lacs
Financing starts at PKR 106,244/Month
Managed by PakWheels",- Documents have not checked by Pakwheels - PakWheels inspected car - Inspection report attached - Number plates available - Token tax Cleared - 3rd Owner - Manufacture 2021 - Registered 2021 - 2 keys available,8.9
https://www.pakwheels.com/used-cars/kia-sorento-2024-for-sale-in-lahore-10742059,KIA Sorento 2.4 FWD 2024,2024,"33,315 km",2400 cc,Automatic,Petrol,"PKR 83.95 lacs
Financing starts at PKR 104,231/Month",Bumper to bumper genuine PPF done (3 lac) KIA MAINTAINED 1st invoice owner Scratch less car,9.7
https://www.pakwheels.com/used-cars/kia-stonic-2024-for-sale-in-islamabad-10837676,KIA Stonic EX+ 2024,2024,"33,277 km",1400 cc,Automatic,Petrol,"PKR 56 lacs
Financing starts at PKR 99,327/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 2nd Owner Token Tax Paid Manufacture 2024 Registered 2024 2 keys available The company issue will be issue at time of deal,8.7
https://www.pakwheels.com/used-cars/kia-picanto-2021-for-sale-in-lahore-10879889,KIA Picanto 1.0 AT 2021,2021,"52,070 km",1000 cc,Automatic,Petrol,"PKR 29.5 lacs
Financing starts at PKR 50,922/Month
Managed by PakWheels",-seat cover installed -floor mates installed - PakWheels inspected car - Inspection report attached - Number plates available - 3rd Owner - Token Tax Paid - Manufacture 2021 - Registered 2021 -Documents not check by pakwheels.com - 2 keys available,9.1
https://www.pakwheels.com/used-cars/kia-sorento-2022-for-sale-in-rawalpindi-10819479,KIA Sorento 2.4 AWD 2022,2022,"51,627 km",2400 cc,Automatic,Petrol,"PKR 79 lacs
Financing starts at PKR 98,085/Month
Managed by PakWheels",Documents not check by pakwheels PakWheels inspected car Inspection report attached Number plates available 1st Owner Token Tax Paid Manufacture 2022 Registered 2022 2 keys available,9.4
